ticker,year,net_generation_mwh,net_generation_mwh_1point5c,emissions_co2_historical,emissions_co2_irp,emissions_co2_target_all_years,emissions_co2_1point5c
AES,2008,23044633.226651974,23044633.226651974,21.769955293879804,,,21.275479941944692
AES,2009,22810464.89458303,22810464.89458303,21.533696809081867,,,20.13928415129149
AES,2010,20662207.102630533,20662207.102630533,19.80056474952011,,,18.659095456147213
AES,2011,18489171.823491547,18489171.823491547,17.271115250086215,,,16.15675125485918
AES,2012,16758419.940078858,16758419.940078858,15.119894160775383,,,14.138226838999001
AES,2013,15228350.789578333,15228350.789578333,13.740116004870377,,,13.02552291339828
AES,2014,14795231.876348734,14795231.876348734,13.076545189750346,,,12.658070760369244
AES,2015,14590481.466351919,14590481.466351919,12.39782353219557,,,11.703323831367978
AES,2016,14451898.199132025,14451898.199132025,11.522553505750697,,,11.082088468483253
AES,2017,12172989.049512995,12172989.049512995,9.208273096539662,,,9.193604120337428
AES,2018,16322783.879954856,16322783.879954856,10.15220984619552,,,11.942255924663023
AES,2019,15834649.571897268,15834649.571897268,9.149961503275467,,,10.778698485355639
AES,2020,15458120.229493052,15458120.229493052,7.813839178324518,,,9.757874375025262
AES,2021,15311176.313027538,15311176.313027538,8.932856770287774,,,10.026911482458186
AES,2022,15514832.870565763,15644492.825767811,,8.169818824251648,8.487596955856871,8.779257984080864
AES,2023,15724984.060724085,15797681.41734853,,7.42815550933095,8.042337141425968,7.754237645105893
AES,2024,15881247.488992535,16040391.502617527,,7.1967721372987725,7.597077326995066,6.886810538802633
AES,2025,16009155.986924637,16422834.742065132,,5.691047756876694,7.151817512564165,6.13291779245121
AES,2026,16217124.462501695,16999755.844890423,,5.544812549873953,6.706557698133261,5.461622839120161
AES,2027,16431471.657391964,17838412.558666594,,5.0905286958959035,6.261297883702358,4.851789920373185
AES,2028,16617725.519820161,19014325.31984275,,5.008835426470995,5.816038069271456,4.289262126799224
AES,2029,16772761.78088166,20598500.9630504,,4.928690710624836,5.370778254840554,3.7653284524681654
AES,2030,16917973.104664568,22633705.32250399,,4.523200426963242,4.925518440409651,3.2756877239045226
AES,2031,17051304.42613113,25102702.21757343,,4.116708726981024,4.660045761536595,2.8193839049930736
AES,2032,17187958.321114674,27901796.605866604,,3.9755803114990833,4.394573082663539,2.397598326794661
AES,2033,17306687.170157064,30841131.668219887,,3.7364529302429244,4.129100403790483,2.0124472569013165
AES,2034,17422653.49859471,33685009.59699196,,3.4284265120637336,3.8636277249174276,1.6659792231559876
AES,2035,17532834.80726992,36218388.61166708,,3.3798130005559837,3.598155046044372,1.359484719816653
AES,2036,17640890.78766348,38303222.383938365,,3.27941585415847,3.3326713234156227,1.0931304814331937
AES,2037,17732804.86275873,39896337.496157914,,3.1973208627311203,3.0671876007868746,0.8658663705899352
AES,2038,17825641.174015947,41030299.247113004,,3.16720949477338,2.801703878158125,0.6755289559187849
AES,2039,17903566.618918005,41778894.57558763,,2.9493584145787435,2.536220155529376,0.5190667165441831
AES,2040,17976629.565673854,42226961.7554169,,2.86735763192456,2.270736432900627,0.39282281788079804
AES,2041,18036001.11667408,42452265.76623067,,2.1785539715448476,2.2706603918914947,0.29282581916823003
AES,2042,18099646.199047096,42518127.146519296,,2.1664870385146995,2.270584350882362,0.21505302394701387
AES,2043,18157519.888857894,42472603.345855184,,2.155703691188978,2.2705083098732297,0.1556449019955591
AES,2044,18225809.024050225,42350612.86356763,,2.131099244900293,2.270432268864097,0.11106083451334905
AES,2045,18274225.254657306,42176844.30687772,,2.11821638162873,2.2703562278549647,0.0781759369057305
AES,2046,18333060.45132117,41968456.81795506,,2.1110038611018296,2.2703029311956295,0.05432538471763724
AES,2047,18392219.687112156,41737247.51900793,,2.1048949939392534,2.270249634536294,0.03730640464825914
AES,2048,18461801.448522713,41491269.167150825,,2.094345372573839,2.2701963378769587,0.025349786234005856
