ticker,date,year,market_cap,gross_profit_electric,gross_profit,gross_profit_non_electric,gross_profit_electric_fraction,emissions_co2_historical,emissions_co2_irp,emissions_co2_irp_future,emissions_co2_target,emissions_co2_target_future,emissions_co2_1point5c,emissions_co2_1point5c_historical,emissions_co2_1point5c_future,emissions_co2_historical_social_cost,emissions_co2_irp_social_cost,emissions_co2_irp_social_cost_future,emissions_co2_target_social_cost,emissions_co2_1point5c_social_cost,emissions_co2_1point5c_historical_social_cost,emissions_co2_1point5c_future_social_cost,emissions_co2_irp_above_1point5c,emissions_co2_irp_above_1point5c_historical,emissions_co2_irp_above_1point5c_future,market_cap_electric,market_cap_non_electric,carbon_adjustment_historical,carbon_adjustment_future,carbon_adjustment,index_value,market_cap_total,market_cap_electric_total,index_value_total,market_cap_weighting,market_cap_electric_weighting,index_weighting,performance
EIX,2018-12-31,2018.0,18507020000.0,2533030880.0,7447000000.0,4913969120.0,0.3401411145427689,336.0328923960245,436.6246091637592,100.59171676773467,416.1220185142619,80.08912611823737,443.03228426910493,376.71933602859156,66.31294824051338,22891306005.410877,27068411130.608234,4177105125.197356,26256263654.55243,28215958468.529,25290950017.277306,2925008451.2516932,-6.4076751053457315,-40.686443632567034,34.27876852722129,6294998409.665315,12212021590.334686,-2399644011.8664284,1252096673.945663,-1147547337.920765,7442545747.58608,1548126833000.0,440316507569.0672,268819661104.02368,0.011954459806201162,0.014296530567112326,0.027686017150010758,1.0
D,2018-12-31,2018.0,47227914000.0,5425370485.0,9578000000.0,4152629515.0,0.5664408524744206,777.0676655074866,1260.9098012740606,483.84213576657385,1146.6751042621654,369.6074387546788,837.1783498594941,661.2916853975648,175.88666446192929,50830387319.36284,70648837368.0772,19818450048.714348,66235183094.59588,51098614392.57177,43340401348.753235,7758213043.818531,423.73145141456644,115.77598010992176,307.95547130464456,26751819866.748623,20476094133.251377,7489985970.609604,12060237004.895817,19550222975.505424,7201596891.243198,1548126833000.0,440316507569.0672,268819661104.02368,0.030506488869830217,0.06075588674710858,0.02678969559617306,1.0
NGG,2018-12-31,2018.0,25934661400.0,1467313633.0,4194010299.999998,2726696666.999998,0.34985932986383,43.87688195572058,82.23791848229156,38.361036526570985,74.29119693800061,30.41431498228003,36.36205882763876,29.29895533070573,7.063103496933034,2791917274.729097,4377562689.942288,1585645415.213192,4072314708.3768263,2284173302.0453286,1972625739.0314937,311547563.0138349,45.8758596546528,14.577926625014847,31.29793302963795,9073483257.64934,16861178142.350662,819291535.6976032,1274097852.199357,2093389387.8969598,6980093869.75238,1548126833000.0,440316507569.0672,268819661104.02368,0.016752284662454396,0.020606729708461113,0.025965711886867276,1.0
LNT,2018-12-31,2018.0,9971000000.0,1247205744.5,1871800000.0,624594255.5,0.6663135722299391,286.8200455924923,400.0162399826329,113.19619439014062,392.7916889910952,105.97164339860292,382.86279709545227,306.67315551151387,76.1896415839384,19084060514.46685,23777280512.104958,4693219997.638107,23504688842.05702,23592100418.12287,20231439318.836903,3360661099.2859693,17.15344288718063,-19.853109919021563,37.00655280620222,6643812628.704723,3327187371.2952766,-1147378804.3700523,1332558898.352138,185180093.98208618,6458632534.722637,1548126833000.0,440316507569.0672,268819661104.02368,0.006440686762516698,0.015088720305728233,0.024025893449152794,1.0
AEP,2018-12-31,2018.0,36846820000.0,5877719359.6168,10113100000.0,4235380640.3831997,0.5811985800216354,1255.3893582632143,1739.9224597445584,484.53310148134426,1784.6803488451778,529.2909905819637,1380.6304638661816,1134.4999079508584,246.1305559153231,83182522714.36104,103373089570.45654,20190566856.095516,105241579642.39566,86650798559.03049,75794186460.40327,10856612098.62721,359.29199587837684,120.88945031235585,238.40254556602116,21415319462.312794,15431500537.687204,7388336253.957764,9333954757.468306,16722291011.426056,4693028450.886738,1548126833000.0,440316507569.0672,268819661104.02368,0.023800905206582644,0.0486361948602475,0.017457906284134114,1.0
AGR,2018-12-31,2018.0,15512873000.0,1349082774.0,4625000000.0,3275917226.0,0.2916935727567568,72.78958177427899,110.63035529621799,37.84077352193899,116.66115756508405,43.87157579080506,101.00936173560788,79.21338885822692,21.795972877380958,4940627374.801155,6504655389.220509,1564028014.4193535,6738293698.9349785,6259110266.855185,5297708209.471731,961402057.383453,9.620993560610103,-6.423807083947935,16.044800644558034,4525005349.091827,10987867650.908173,-357080834.6705761,602625957.0359005,245545122.36532402,4279460226.7265034,1548126833000.0,440316507569.0672,268819661104.02368,0.010020414780834692,0.010276710664503178,0.015919446550713805,1.0
CNP,2018-12-31,2018.0,14229980800.0,1632964339.0,4720000000.0,3087035661.0,0.34596702097457627,92.33912401732097,117.27298980605183,24.93386578873086,121.20898918982144,28.869865172500464,87.45824503562169,72.52594027515211,14.932304760469567,6047419145.984438,7107808917.18465,1060389771.2002132,7297625312.048783,5502798286.329783,4844146864.851358,658651421.4784253,29.81474477043014,19.81318374216886,10.001561028261293,4923104065.901418,9306876734.098583,1203272281.1330795,401738349.7217879,1605010630.854867,3318093435.0465508,1548126833000.0,440316507569.0672,268819661104.02368,0.009191740945685166,0.011180830110325102,0.012343194770127198,1.0
IDA,2018-12-31,2018.0,4702414900.0,561822191.0,902683000.0,340860809.0,0.6223914607896681,108.23750688349449,155.32019201290439,47.082685129409896,136.35311508731988,28.115608203825392,154.60214223465346,122.57098060527663,32.03116162937683,7152371910.091968,9132374046.653524,1980002136.5615573,8375653030.864463,9495487090.097002,8082619453.30422,1412867636.7927818,0.7180497782509292,-14.333473721782141,15.051523500033063,2926742878.850101,1775672021.1498988,-930247543.2122526,567134499.7687755,-363113043.44347763,3289855922.2935786,1548126833000.0,440316507569.0672,268819661104.02368,0.0030374868516990557,0.006646907005618039,0.012238152182702593,1.0
PNW,2018-12-31,2018.0,9602040000.0,1908880387.0,2583995000.0,675114613.0,0.738732229358029,276.4181591811781,425.12523275379766,148.7070735726196,412.9186491956301,136.500490014452,329.05616081103204,262.54810954921544,66.50805126181658,18259193640.328106,24433704351.30408,6174510710.975975,23960202593.274704,20356757368.330696,17423143086.674557,2933614281.6561384,96.06907194276562,13.870049631962672,82.19902231080303,7093336415.584969,2508703584.4150314,836050553.6535492,3240896429.3198366,4076946982.973385,3016389432.6115837,1548126833000.0,440316507569.0672,268819661104.02368,0.006202360036220624,0.016109630898796863,0.011220866138375005,1.0
NI,2018-12-31,2018.0,9364290000.0,874901741.0,3355900000.0,2480998259.0,0.260705545755237,255.93928178178308,313.1741494966183,57.23486771483523,298.99883950312403,43.05955772134095,314.37307878560915,256.70464827471875,57.66843051089041,17080144280.6824,19461303970.960793,2381159690.2783933,18970623066.835575,19639238764.857418,17095532730.208193,2543706034.6492233,-1.1989292889908256,-0.7653664929356694,-0.43356279605517756,2441322335.0603085,6922967664.9396925,-15388449.525793076,-162546344.37083006,-177934793.89662552,2619257128.956934,1548126833000.0,440316507569.0672,268819661104.02368,0.00604878734764492,0.005544471517860064,0.009743547470448503,1.0
EXC,2018-12-31,2018.0,31226701400.0,6879712090.0,19551000000.0,12671287910.0,0.35188543245869774,865.8575941540978,1203.2546255014336,337.3970313473358,1105.3155566410246,239.45796248692676,1004.5315695435899,835.9558487697147,168.5757207738751,59693520467.84538,73639756135.69235,13946235667.846968,69789178772.3019,65135536814.623764,57699803356.490715,7435733458.133047,198.7230559578437,29.901745384383048,168.82131057346072,10988221326.397623,20238480073.60238,1993717111.3546677,6510502209.713921,8504219321.068588,2484002005.329035,1548126833000.0,440316507569.0672,268819661104.02368,0.02017063507612493,0.024955279072007154,0.009240403008944402,1.0
AEE,2018-12-31,2018.0,16098764000.0,3083734541.0,4488000000.0,1404265459.0,0.6871066267825312,587.2820625223638,866.1604116691873,278.8783491468234,873.5921768803748,286.31011435801094,663.7822795050869,542.4782873925382,121.30399211254863,38535694633.19626,50120431223.54239,11584736590.346127,50460841761.049545,41429824821.54284,36079207611.56933,5350617209.97351,202.3781321641004,44.80377512982568,157.57435703427475,11061567427.408049,5037196572.59195,2456487021.62693,6234119380.372617,8690606401.99955,2370961025.408499,1548126833000.0,440316507569.0672,268819661104.02368,0.01039886633112831,0.025121854932211352,0.008819894406797205,1.0
NWE,2018-12-31,2018.0,3029109700.0,545446638.0,895303000.0,349856362.0,0.609231330622147,73.79568945849121,114.05492279580781,40.2592333373166,108.74031173339031,34.944622274899096,103.77060254384529,82.7077866924465,21.062815851398778,4951808113.599532,6610074499.328943,1658266385.7294114,6405941055.592549,6388526229.257016,5459463112.517772,929063116.7392443,10.284320251962527,-8.912097233955294,19.196417485917824,1845428533.1314523,1183681166.8685477,-507654998.9182396,729203268.990167,221548270.07192707,1623880263.0595253,1548126833000.0,440316507569.0672,268819661104.02368,0.0019566288985057596,0.004191140921152001,0.006040779370044444,1.0
PNM,2018-12-31,2018.0,3290395200.0,469747203.0,900074000.0,430326797.0,0.5218984250183873,107.62492189517923,143.415303552469,35.79038165728978,151.82450796928836,44.19958607410914,136.39122333237927,107.7582164600271,28.633006872352166,7086545317.24072,8578156583.289825,1491611266.0491056,8928790992.095005,8372405113.18546,7109427228.646006,1262977884.5394542,7.024080220089729,-0.13329456484787272,7.157374784937613,1717252072.5680616,1573143127.4319384,-22881911.405285835,228633381.50965142,205751470.10436535,1511500602.4636962,1548126833000.0,440316507569.0672,268819661104.02368,0.00212540415285212,0.0039000401825695728,0.005622730853301683,1.0
