ticker,date,year,market_cap,gross_profit_electric,gross_profit,gross_profit_non_electric,gross_profit_electric_fraction,emissions_co2_historical,emissions_co2_irp,emissions_co2_irp_future,emissions_co2_target,emissions_co2_target_future,emissions_co2_1point5c,emissions_co2_1point5c_historical,emissions_co2_1point5c_future,emissions_co2_historical_social_cost,emissions_co2_irp_social_cost,emissions_co2_irp_social_cost_future,emissions_co2_target_social_cost,emissions_co2_1point5c_social_cost,emissions_co2_1point5c_historical_social_cost,emissions_co2_1point5c_future_social_cost,emissions_co2_irp_above_1point5c,emissions_co2_irp_above_1point5c_historical,emissions_co2_irp_above_1point5c_future,market_cap_electric,market_cap_non_electric,carbon_adjustment_historical,carbon_adjustment_future,carbon_adjustment,index_value,market_cap_total,market_cap_electric_total,index_value_total,market_cap_weighting,market_cap_electric_weighting,index_weighting,performance
AGR,2019-02-28,2019.0,14973995000.0,1388126451.0,4825000000.0,3436873549.0,0.2876946012435233,72.78958177427899,110.63035529621799,37.84077352193899,116.66115756508405,43.87157579080506,101.00936173560788,79.21338885822692,21.795972877380958,4940627374.801155,6504655389.220509,1564028014.4193535,6738293698.9349785,6259110266.855185,5297708209.471731,961402057.383453,9.620993560610103,-6.423807083947935,16.044800644558034,4307937520.547512,10666057479.452488,-357080834.6705761,602625957.0359005,245545122.36532402,4062392398.182188,1638687583700.0,533823840557.8919,344636653439.9658,0.009137797313500203,0.008069960899545712,0.011787464733172494,0.9695207539602968
IDA,2019-02-28,2019.0,4972755700.0,568585652.0,901634000.0,333048348.0,0.6306169155111719,108.23750688349449,155.32019201290439,47.082685129409896,136.35311508731988,28.115608203825392,154.60214223465346,122.57098060527663,32.03116162937683,7152371910.091968,9132374046.653524,1980002136.5615573,8375653030.864463,9495487090.097002,8082619453.30422,1412867636.7927818,0.7180497782509292,-14.333473721782141,15.051523500033063,3135903861.1245985,1836851838.8754013,-930247543.2122526,567134499.7687755,-363113043.44347763,3499016904.568076,1638687583700.0,533823840557.8919,344636653439.9658,0.0030345965573083753,0.005874417032119264,0.010152770663372257,1.009333331303607
CNP,2019-02-28,2019.0,15192760200.0,1613760543.0,4815000000.0,3201239457.0,0.33515276074766354,92.33912401732097,117.27298980605183,24.93386578873086,121.20898918982144,28.869865172500464,87.45824503562169,72.52594027515211,14.932304760469567,6047419145.984438,7107808917.18465,1060389771.2002132,7297625312.048783,5502798286.329783,4844146864.851358,658651421.4784253,29.81474477043014,19.81318374216886,10.001561028261293,5091895524.407225,10100864675.592775,1203272281.1330795,401738349.7217879,1605010630.854867,3486884893.5523577,1638687583700.0,533823840557.8919,344636653439.9658,0.009271297562221226,0.009538531510855257,0.010117568339723208,0.9747736055294769
AEE,2019-02-28,2019.0,17582032000.0,3041115026.0,4567000000.0,1525884974.0,0.6658889918984016,587.2820625223638,866.1604116691873,278.8783491468234,873.5921768803748,286.31011435801094,663.7822795050869,542.4782873925382,121.30399211254863,38535694633.19626,50120431223.54239,11584736590.346127,50460841761.049545,41429824821.54284,36079207611.56933,5350617209.97351,202.3781321641004,44.80377512982568,157.57435703427475,11707681564.005438,5874350435.994563,2456487021.62693,6234119380.372617,8690606401.99955,3017075162.005888,1638687583700.0,533823840557.8919,344636653439.9658,0.0107293374129933,0.021931732295376507,0.008754365305869734,1.0274012114219786
PNW,2019-02-28,2019.0,10564498000.0,1729871050.0,2615131000.0,885259950.0,0.6614854284546358,276.4181591811781,425.12523275379766,148.7070735726196,412.9186491956301,136.500490014452,329.05616081103204,262.54810954921544,66.50805126181658,18259193640.328106,24433704351.30408,6174510710.975975,23960202593.274704,20356757368.330696,17423143086.674557,2933614281.6561384,96.06907194276562,13.870049631962672,82.19902231080303,6988261485.938143,3576236514.061857,836050553.6535492,3240896429.3198366,4076946982.973385,2911314502.964758,1638687583700.0,533823840557.8919,344636653439.9658,0.00644692625066846,0.0130909505252422,0.008447489475961663,1.063776668179755
NI,2019-02-28,2019.0,9966412000.0,901660772.0,3353200000.0,2451539228.0,0.2688956137420971,255.93928178178308,313.1741494966183,57.23486771483523,298.99883950312403,43.05955772134095,314.37307878560915,256.70464827471875,57.66843051089041,17080144280.6824,19461303970.960793,2381159690.2783933,18970623066.835575,19639238764.857418,17095532730.208193,2543706034.6492233,-1.1989292889908256,-0.7653664929356694,-0.43356279605517756,2679924471.5466013,7286487528.4534,-15388449.525793076,-162546344.37083006,-177934793.89662552,2857859265.443227,1638687583700.0,533823840557.8919,344636653439.9658,0.006081947589727136,0.0050202412630088785,0.008292383404137986,0.9890029325513197
EVRG,2019-02-28,2019.0,15030285300.0,2749381168.0,3197200000.0,447818832.0,0.8599340573001376,574.9789166657099,840.2170350997584,265.2381184340484,782.1070314618369,207.12811479612688,628.3241825984989,504.54993220059595,123.77425039790283,37820435623.11788,48902156110.241394,11081720487.123507,46561753114.76553,38771022662.081665,33311444433.888474,5459578228.193194,211.89285250125954,70.42898446511396,141.46386803614553,12925054220.407616,2105231079.5923839,4508991189.229408,5622142258.930312,10131133448.159729,2793920772.2478867,1638687583700.0,533823840557.8919,344636653439.9658,0.00917214815655285,0.02421220866962371,0.00810685904810347,0.9754012561060712
CMS,2019-02-28,2019.0,15411520000.0,1944524943.0,3815000000.0,1870475057.0,0.5097050964613369,388.44145069252033,554.4155686740446,165.9741179815243,542.1579546622286,153.7165039697082,431.02310009271025,350.09999679115583,80.92310330155445,25798970222.039093,32721031797.923172,6922061575.884079,32330664637.098164,26930074857.844315,23360624737.785408,3569450120.058907,123.39246858133436,38.3414539013645,85.05101467996985,7855330288.215822,7556189711.784178,2438345484.253685,3352611455.825172,5790956940.078857,2064373348.1369648,1638687583700.0,533823840557.8919,344636653439.9658,0.009404794515622228,0.014715210695734992,0.0059899994023606355,1.0433448408131953
NWE,2019-02-28,2019.0,3492853000.0,558121889.0,919126000.0,361004111.0,0.607231096715793,73.79568945849121,114.05492279580781,40.2592333373166,108.74031173339031,34.944622274899096,103.77060254384529,82.7077866924465,21.062815851398778,4951808113.599532,6610074499.328943,1658266385.7294114,6405941055.592549,6388526229.257016,5459463112.517772,929063116.7392443,10.284320251962527,-8.912097233955294,19.196417485917824,2120968957.8570478,1371884042.1429522,-507654998.9182396,729203268.990167,221548270.07192707,1899420687.7851207,1638687583700.0,533823840557.8919,344636653439.9658,0.002131494151016554,0.003973162674114465,0.00551137166875952,1.0724456305058991
OGE,2019-02-28,2019.0,8542268000.0,1102025116.0,1377800000.0,275774884.0,0.7998440383219626,374.602803314549,609.1543495267293,234.5515462121803,654.2266110014368,279.62380768688786,473.74187920730867,373.9951662318372,99.74671297547145,24490945323.738403,34157827802.081722,9666882478.343317,35946156934.08361,29036238724.25258,24636494991.254406,4399743732.998173,135.41247031942066,0.6076370827118467,134.80483323670887,6832482133.548475,1709785866.4515252,-145549667.51600266,5267138745.345144,5121589077.829144,1710893055.7193317,1638687583700.0,533823840557.8919,344636653439.9658,0.0052128716205393924,0.012799132624739919,0.00496433864083282,1.0383394383394384
POR,2019-02-28,2019.0,4509992700.0,1038780586.0,1420000000.0,381219414.0,0.731535623943662,120.73211035460547,183.24509716286533,62.512986808259875,148.4117609786364,27.67965062403094,144.49220779909015,115.77152755012047,28.720680248969682,7963864852.963596,10563684019.635904,2599819166.6723084,9179805358.554556,8955384511.409916,7688539427.86393,1266845083.5459874,38.75288936377518,4.960582804485,33.792306559290196,3299220323.775861,1210772376.2241392,275325425.0996666,1332974083.126321,1608299508.2259884,1690920815.5498724,1638687583700.0,533823840557.8919,344636653439.9658,0.002752198005807103,0.006180354029014312,0.004906387056257855,1.0376655487623758
AES,2019-02-28,2019.0,11457950000.0,916939582.427,2573000000.0,1656060417.573,0.3563698338231636,265.2411488035957,337.52308941963867,72.28194061604296,338.9516438927991,73.71049508920339,289.430445178159,244.68527716161893,44.74516801654009,18111826650.367397,21137481988.855957,3025655338.48856,21210719404.19333,18741917674.40657,16768245894.253435,1973671780.1531348,48.09264424147966,20.55587164197678,27.536772599502868,4083267737.454118,7374682262.545883,1343580756.1139622,1051983558.3354254,2395564314.4493866,1687703423.0047312,1638687583700.0,533823840557.8919,344636653439.9658,0.00699215037324506,0.00764909212969348,0.00489705144870414,1.0512507626601586
PNM,2019-02-28,2019.0,3497796600.0,468900996.0,887410000.0,418509004.0,0.5283927339110445,107.62492189517923,143.415303552469,35.79038165728978,151.82450796928836,44.19958607410914,136.39122333237927,107.7582164600271,28.633006872352166,7086545317.24072,8578156583.289825,1491611266.0491056,8928790992.095005,8372405113.18546,7109427228.646006,1262977884.5394542,7.024080220089729,-0.13329456484787272,7.157374784937613,1848210308.138756,1649586291.861244,-22881911.405285835,228633381.50965142,205751470.10436535,1642458838.0343907,1638687583700.0,533823840557.8919,344636653439.9658,0.0021345109554698092,0.0034622101294824468,0.004765769460793873,1.0255928743597955
ALE,2019-02-28,2019.0,4190285000.0,443705549.0,873100000.0,429394451.0,0.508195566372695,153.95636867227915,206.52429143646725,52.567922764188076,200.71396999308632,46.75760132080714,181.29001141153466,149.80636690924192,31.483644502292773,10347141766.513777,12545411336.342728,2198269569.8289514,12314472839.93626,11436307876.930326,10047590760.758608,1388717116.1717198,25.234280024932588,4.150001763037238,21.084278261895303,2129484258.8380084,2060800741.1619916,299551005.7551689,809552453.6572316,1109103459.4124012,1020380799.4256072,1638687583700.0,533823840557.8919,344636653439.9658,0.002557098156891344,0.003989114192825322,0.0029607436969943564,1.0534182479854433
AVA,2019-02-28,2019.0,2660756000.0,492600287.0,902157000.0,409556713.0,0.5460250122761338,45.03969939416158,67.08905787852781,22.049358484366223,69.55728725459339,24.517587860431806,54.69673432012583,43.92677893005493,10.769955390070898,2921179069.674395,3849697777.6465054,928518707.9721103,3951289507.9836173,3380874870.439766,2905821183.770545,475053686.66922086,12.392323558401984,1.1129204641066508,11.279403094295326,1452839327.5637965,1207916672.4362035,15357885.903850079,453465021.3028894,468822907.2067394,984016420.3570571,1638687583700.0,533823840557.8919,344636653439.9658,0.0016237115765485128,0.002721570707755304,0.0028552285734415317,0.9655913833334168
DTE,2019-02-28,2019.0,19028693300.0,2872808075.0,5601000000.0,2728191925.0,0.5129098509194787,607.2125179033189,814.537871740713,207.32535383739398,789.587107737149,182.37458983383,632.1629358223021,523.140829615306,109.0221062069961,40094165685.806885,48851476878.657684,8757311192.850803,47902272125.92943,39755172691.21187,34946299153.0889,4808873538.122975,182.37493591841087,84.07168828801298,98.30324763039788,9760004243.695484,9268689056.304516,5147866532.717987,3948437654.727828,9096304187.445816,663700056.2496681,1638687583700.0,533823840557.8919,344636653439.9658,0.011612154439490551,0.01828319288530733,0.001925796486313902,1.0493418250382762
MGEE,2019-02-28,2019.0,2215978600.0,190590005.0,367852000.0,177261995.0,0.5181159950197362,44.054674241088584,67.49525332698042,23.440579085891837,55.57383437011708,11.519160129028494,50.139960957541916,40.791500848601366,9.348460108940552,2900737042.073166,3866120399.443989,965383357.3708229,3399196943.0400796,3126949361.662472,2714596637.9430547,412352723.7194174,17.3552923694385,3.263173392487218,14.092118976951285,1148133957.281442,1067844642.7185581,186140404.13011122,553030633.6514056,739171037.781517,408962919.4999249,1638687583700.0,533823840557.8919,344636653439.9658,0.001352288637591634,0.0021507731016313226,0.0011866495203510454,0.9939356333447276
AWR,2019-02-28,2019.0,2628893700.0,16969000.0,347351000.0,330382000.0,0.0488526015471382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128428296.43588187,2500465403.564118,0.0,0.0,0.0,128428296.43588187,1638687583700.0,533823840557.8919,344636653439.9658,0.0016042677848722142,0.00024058179249106452,0.00037264839695367317,1.0503544040655832
UTL,2019-02-28,2019.0,812569200.0,20754850.0,213500000.0,192745150.0,0.09721241217798594,1.121120754003956,1.4829861760128222,0.3618654220088662,1.5416399817007005,0.4205192276967444,1.8919354123614558,1.5929291444429508,0.29900626791850504,78625029.0452827,93582660.51947676,14957631.474194042,95852234.33704096,122182777.38382427,108993862.03856252,13188915.345261754,-0.40894923634863356,-0.4718083904389947,0.06285915409036114,78991811.9935363,733577388.0064638,-30368832.993279815,1768716.128932288,-28600116.864347517,107591928.85788381,1638687583700.0,533823840557.8919,344636653439.9658,0.0004958658429359039,0.00014797355605359073,0.0003121894545573222,1.0467022605297653
UGI,2019-02-28,2019.0,9748373400.0,32153480.0,3576300000.0,3544146520.0,0.008990711070100382,13.759998888042464,17.33909421136268,3.579095323320219,17.91922027167268,4.159221383630216,16.96391356928465,14.685881521030716,2.2780320482539342,957301547.5968611,1105242703.621223,147941156.02436185,1127690333.43697,1114168767.2920604,1013686686.9418145,100482080.3502459,0.3751806420780319,-0.9258826329882517,1.301063275066285,87644808.6428521,9660728591.357147,-56385139.34495342,47459075.674115956,-8926063.670837402,96570872.3136895,1638687583700.0,533823840557.8919,344636653439.9658,0.00594889074462205,0.00016418301691294965,0.00028021068377311097,0.9626512342902432
BAM,2019-02-28,2019.0,35653265300.0,69674098.0,53565000000.0,53495325902.0,0.0013007392513768319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46375601.61546158,35606889698.38454,0.0,0.0,0.0,46375601.61546158,1638687583700.0,533823840557.8919,344636653439.9658,0.021757207203278086,8.68743545941955e-05,0.00013456375331110857,1.049245066243796
BKH,2019-02-28,2019.0,4151123300.0,315725973.0,1128658000.0,812932027.0,0.2797357330564263,78.29881859652363,130.58642450852307,52.28760591199944,124.47101622552695,46.172197629003314,91.48487484900284,70.53875330725023,20.946121541752607,5018062935.071941,7187112124.737285,2169049189.665343,6949943233.216898,5475770639.642626,4551854810.891393,923915828.7512327,39.10154965952023,7.760065289273399,31.341484370246835,1161217519.3331115,2989905780.6668887,466208124.18054867,1245133360.9141102,1711341485.0946589,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.0025331999468911335,0.002175282239398561,0.0,1.0455147853840518
PCG,2019-02-28,2019.0,8804510000.0,-5157681553.0,12260000000.0,17417681553.0,-0.4206918069331158,208.51978419986884,304.30847669712085,95.78869249725201,277.31248223405845,68.7926980341896,211.55129360791562,184.09707487722648,27.454218730689156,14075214908.494383,18010984613.630444,3935769705.1360607,16962001658.583036,13728940331.91119,12517957802.247137,1210982529.6640532,92.75718308920523,24.422709322642362,68.33447376656287,-3703985221.0606875,12508495221.060688,1557257106.2472458,2724787175.4720078,4282044281.7192535,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.005372903345078296,-0.006938590860216554,0.0,1.31
ETR,2019-02-28,2019.0,17087199200.0,4372581091.0,7202860000.0,2830278909.0,0.6070617908719592,777.4920278454503,1272.8490132383924,495.3569853929421,1128.60094076221,351.1089129167598,965.4727471957763,741.6723865220526,223.80036067372365,49985814603.26361,70491904558.48944,20506089955.22583,64820425493.05903,57801241814.453926,47929595873.00738,9871645941.446547,307.3762660426162,35.819641323397605,271.55662471921846,10372985747.33791,6714213452.662091,2056218730.2562332,10634444013.779284,12690662744.035515,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.010427368444092764,0.01943147712641917,0.0,1.0464177594430524
PPL,2019-02-28,2019.0,23400039800.0,3391396209.6899,6241000000.0,2849603790.3101,0.5434058980435668,769.5864151790126,1160.0373303599818,390.45091518096916,1079.7369963221256,310.15058114311296,821.3207014268622,682.8945490535223,138.42615237334,51636160213.00733,67767663823.83985,16131503610.832521,64653635275.209,52544722719.058586,46438861400.72701,6105861318.331569,338.7166289331195,86.69186612549038,252.02476280762917,12715719641.774204,10684320158.225796,5197298812.280319,10025642292.500954,15222941104.781265,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.014279744371507927,0.023820066987801036,0.0,1.02713921041608
MDU,2019-02-28,2019.0,5188888000.0,163039489.0,4046687000.0,3883647511.0,0.040289621856101056,44.08812582638338,67.97483551490119,23.886709688517804,70.31273451149646,26.224608685113076,57.45821671747561,45.10239401195905,12.355822705516555,2869494575.16115,3851616097.5185385,982121522.3573884,3941170346.4775634,3474222533.5847845,2929217571.5866766,545004961.9981078,10.51661879742558,-1.0142681855756663,11.530886983001249,209058335.3736605,4979829664.626339,-59722996.42552662,437116560.3592806,377393563.93375397,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.0031664900934221924,0.0003916242016377098,0.0,1.027615713730066
OTTR,2019-02-28,2019.0,2007301600.0,198386025.0,426718000.0,228331975.0,0.464911311451591,66.08196129713198,105.51663348761322,39.434672190481244,104.86699909009529,38.78503779296331,74.81551093340124,57.998702255839284,16.81680867756196,4284849501.83501,5940156764.352415,1655307262.5174053,5887755374.329828,4554095003.128749,3812319696.644943,741775306.4838054,30.701122554211977,8.083259041292699,22.617863512919286,933217219.3348769,1074084380.665123,472529805.1900668,913531956.0335999,1386061761.2236662,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.0012249446569111758,0.0017481744883472879,0.0,1.0377708907901202
FE,2019-02-28,2019.0,20945500000.0,5303654623.8205,7614000000.0,2310345376.1794996,0.6965661444471369,1380.143644520957,1882.339153790472,502.1955092695149,1906.4741246810954,526.3304801601384,1495.7943105337708,1270.805659236602,224.9886512971688,94774758477.90182,115484675436.53511,20709916958.633286,116429710399.90459,97229760463.27338,87305700020.46107,9924060442.81231,386.54484325670114,109.337985284355,277.20685797234614,14589926178.517508,6355573821.482493,7469058457.44075,10785856515.820976,18254914973.261734,0.0,1638687583700.0,533823840557.8919,344636653439.9658,0.012781875086102174,0.02733097525818588,0.0,1.0395408163265305
ATO,2019-02-28,2019.0,11252293200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.006866649452846526,,,1.012496155323301
RUN,2019-02-28,2019.0,1741447300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0010627085463526722,,,1.1661654202303646
SWX,2019-02-28,2019.0,4179923300.0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0025507749869942463,,,1.0462206487798367
AWK,2019-02-28,2019.0,18393220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.011224360386297592,,,1.062192954949305
NRG,2019-02-28,2019.0,12212240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.00745245165794564,,,1.018821803959912
MSEX,2019-02-28,2019.0,965367900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0005891104012763016,,,1.047508828544751
VIA,2019-02-28,2019.0,139125300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,8.490044190477624e-05,,,1.2036143390062775
SJW,2019-02-28,2019.0,1415657300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0008638970076306925,,,1.0203502479308941
NFG,2019-02-28,2019.0,5219003500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0031848679100966817,,,1.0504363061459239
SJI,2019-02-28,2019.0,2564217300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0015647993708539868,,,0.9721289529720153
WM,2019-02-28,2019.0,43385625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.02647583678033332,,,1.0583254938852305
NEP,2019-02-28,2019.0,3273802000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.001997819494432287,,,1.0754482071713147
WTRG,2019-02-28,2019.0,6412810100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.003913381759761972,,,1.02539228212519
NWN,2019-02-28,2019.0,1858526800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0011341556612051848,,,1.0258785942492012
AMRC,2019-02-28,2019.0,774743000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.00047278261439603046,,,1.0964501301387322
YORW,2019-02-28,2019.0,471296400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0002876060114740467,,,1.1079027473518148
CWT,2019-02-28,2019.0,2500445300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0015258828619145533,,,1.0504846535139722
RSG,2019-02-28,2019.0,25528965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.015578909155067884,,,1.022422109242602
HES,2019-02-28,2019.0,16863275000.000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.010290719944264384,,,1.0712962962962964
OGS,2019-02-28,2019.0,4599658700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.002806916184483689,,,1.0523432744978698
AA,2019-02-28,2019.0,5552467100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.003388362220615024,,,0.9939353029044062
NJR,2019-02-28,2019.0,4304986400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.002627094049422009,,,0.9979381443298969
CWEN/A,2019-02-28,2019.0,1623600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0009907928858129665,,,1.0040816326530613
HE,2019-02-28,2019.0,4177573000.0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.002549340729468054,,,1.0293089588032542
SR,2019-02-28,2019.0,4029456000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.002458953152559973,,,0.9993700390575785
VST,2019-02-28,2019.0,13452458600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.008209288172932655,,,1.037037033039828
CNIG,2019-02-28,2019.0,73005300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,4.4551079001380484e-05,,,1.0
SRCL,2019-02-28,2019.0,4043406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0024674660626099183,,,1.0113430127041743
ORA,2019-02-28,2019.0,2843756900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0017353868597570433,,,0.9674233171535755
CLH,2019-02-28,2019.0,3822076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0023324006589286028,,,1.1484546425776434
TRP,2019-02-28,2019.0,53847750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.03286029047612415,,,1.0531496062992125
EMA,2019-02-28,2019.0,11068248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.006754336891360923,,,1.0178260869565217
CPK,2019-02-28,2019.0,1478917800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0009025013765349615,,,0.9938169591152965
VRS,2019-02-28,2019.0,708166400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638687583700.0,533823840557.8919,344636653439.9658,0.0004321546138776666,,,0.7965140677109572
BRK-B,2019-03-29,2019.0,494481471900.0,5353779985.0,32154000000.0,26800220015.0,0.1665043224793183,1294.7635160257921,1858.5050294123585,563.7415133865663,1830.6615822919985,535.8980662662065,1661.6695031498316,1335.7440904671043,325.9254126827273,85743413583.34886,109383410496.9916,23639996913.642727,108116457030.19225,102882014925.54713,88505718713.87846,14376296211.668673,196.83552626252686,-40.98057444131223,237.81610070383903,82333302457.28557,412148169442.7144,-2762305130.529602,9263700701.974054,6501395571.444458,75831906885.84111,1667269451900.0,545146579872.8276,355695945919.2534,0.2965816181280686,0.1510296597228811,0.21319305928512247,0.9967405690687893
NEE,2019-03-29,2019.0,92986920000.0,8377163905.0,12995000000.0,4617836095.0,0.6446451639091958,884.735313535779,1343.850657950357,459.1153444145779,1085.6507963810718,200.91548284529267,1153.6891538607174,920.7765011434792,232.91265271723813,58951165534.86915,77882797330.471,18931631795.601845,67498799582.43568,71408908232.56961,61135326742.41419,10273581490.155413,190.1615040896395,-36.04118760770018,226.2026916973398,59943568284.81128,33043351715.188725,-2184161207.545044,8658050305.446432,6473889097.901382,53469679186.9099,1667269451900.0,545146579872.8276,355695945919.2534,0.05577198088409359,0.10995862488726424,0.1503241175513652,1.0298316641806946
DUK,2019-03-29,2019.0,64440000000.0,12310529953.07,16993000000.0,4682470046.93,0.7244471225251574,1858.9293091858342,2779.540622051729,920.611312865895,2692.929673979684,834.0003647938499,2173.94263408059,1758.894043467855,415.048590612735,123555809069.96642,161603923683.33813,38048114613.371704,158310905569.33246,135447780452.57521,117140335716.15407,18307444736.42114,605.597987971139,100.0352657179792,505.56272225316,46683372575.52114,17756627424.478855,6415473353.812347,19740669876.950565,26156143230.762924,20527229344.758217,1667269451900.0,545146579872.8276,355695945919.2534,0.03865002140269826,0.08563453261765211,0.05771004584184411,1.0037921035021191
SRE,2019-03-29,2019.0,37308553900.0,3883651076.975,7179000000.0,3295348923.025,0.5409738232309513,62.18366562636597,78.64633459673774,16.46266897037177,75.90165912556226,13.717993499196293,45.94985811703568,41.475442029642686,4.474416087392994,4097478618.384418,4781120849.967213,683642231.5827951,4673842344.5642605,2996752846.1092505,2799390110.5154014,197362735.5938491,32.69647647970206,20.708223596723286,11.988252882978776,20182951042.50102,17125602857.49898,1298088507.8690166,486279495.9889461,1784368003.8579621,18398583038.643055,1667269451900.0,545146579872.8276,355695945919.2534,0.022377039210718836,0.03702298021792473,0.05172559105528776,1.0450016582866852
SO,2019-03-29,2019.0,53437120000.0,8776311626.0,15542000000.0,6765688374.0,0.5646835430446532,1568.8186825939376,2382.428546360023,813.6098637660855,2426.8689712240307,858.0502886300931,2026.803082376917,1643.9897745353908,382.8133078415263,104882593296.41771,138253335343.55478,33370742047.137054,140189092612.45242,126169991660.52719,109284418173.02556,16885573487.501629,355.6254639831061,-75.17109194145314,430.7965559245592,30175062251.702297,23262057748.297703,-4401824876.607849,16485168559.635426,12083343683.027588,18091718568.67471,1667269451900.0,545146579872.8276,355695945919.2534,0.032050680193956474,0.055352199510710624,0.05086287537497465,1.0400482994566311
ES,2019-03-29,2019.0,22571340300.0,3320067785.0,5309232000.0,1989164215.0,0.6253386148881797,166.92476855556018,205.20496321600646,38.280194660446284,211.32823611246585,44.40346755690566,230.58248482204922,194.82251421292847,35.75997060912076,11772643382.817337,13354963086.04911,1582319703.2317724,13591778215.647633,14894209718.3168,13316867449.219994,1577342269.0968053,-25.377521606042762,-27.89774565736829,2.5202240513255276,14114730679.37175,8456609620.62825,-1544224066.4026566,4977434.134967089,-1539246632.2676888,15653977311.639439,1667269451900.0,545146579872.8276,355695945919.2534,0.013537907909413187,0.025891624749190302,0.04400943415642148,1.0163300400521926
