ticker,parent_name,market_cap,market_cap_included,market_cap_excluded,gross_profit,gross_profit_included,gross_profit_excluded,gross_profit_fraction,net_generation_owned_2022,net_generation_delivered_2022,emissions_co2_owned_2022,emissions_co2_delivered_2022,emissions_co2_1point5c,emissions_co2_historical,emissions_co2_target_all_years,emissions_co2_irp,emissions_co2_1point5c_remaining,emissions_co2_irp_above_1point5c,emissions_co2_irp_above_target,emissions_co2_fraction_budget_used,emissions_co2_fraction_budget_projected,emissions_co2_irp_above_1point5c_pct,emissions_co2_irp_ratio_to_current,emissions_co2_irp_above_1point5c_social_cost
CWEN/A,,3851640000.0,,,835000000.0,,,,,,,,,,,,,,,,,,,
CWT,,3508947100.0,,,528777000.00000006,,,,,,,,,,,,,,,,,,,
D,Dominion Energy,50916852000.0,31837263874.712765,19079588125.287235,10443000000.0,6529793842.0,3913206158.0,0.6252795022503113,91.7964239021,113.89196118371288,29.506468832845272,36.47104002448336,837.1783498594941,777.0676655074867,369.6074387546788,483.84213576657385,60.11068435200741,423.73145141456644,114.23469701189504,92.81984724496328,57.794391821978955,50.61423906694223,13.26647486448881,19550222975.50542
DTE,DTE Energy,22505940000.0,13134748408.729555,9371191591.270445,5756000000.0,3359273678.0,2396726322.0,0.583612522237665,38.6492419238637,40.75036112439496,26.99597774891903,26.582671164688076,632.1629358223021,607.2125179033189,182.37458983383,207.32535383739398,24.950417918983135,182.37493591841087,24.95076400356399,96.0531665959618,32.79618941400135,28.849356009963163,7.799267144860939,9096304187.445812
DUK,Duke Energy Corp.,76946100000.0,53239067757.503975,23707032242.496025,18137000000.0,12549004717.82,5587995282.18,0.6919007949396262,212.28366457312836,212.6463651251039,82.46951127486817,80.2765278287128,2176.9669189098063,1862.156304112227,835.059403642678,921.8482636703387,314.8106147975793,607.0376488727593,86.78886002766069,85.53902624504593,42.345533855516145,27.884560100562073,11.483409766268165,26225305186.531857
ED,"Consolidated Edison, Inc.",34892436000.0,19190394565.23274,15702041434.767262,10922000000.0,6006960633.0,4915039367.0,0.549987239791247,3.0119920000000002,30.471361452160064,1.2927200141593453,7.898167413128466,152.56522670646518,126.3612637492305,62.746552226520585,90.604883377293,26.203962957234683,64.40092042005833,27.858331150772422,82.82441974300541,59.38763723113419,42.2120569741396,11.471633688934988,2590134305.4489174
EE,,744758000.0,,,,,,,,,,,,,,,,,,,,,,
EIX,Edison International,25530780000.0,16991331033.16855,8539448966.8314495,9365000000.0,6232626466.0,3132373534.0,0.6655233813134009,11.548921782999999,58.14329249940467,1.6280279142723662,8.856009138074324,443.03228426910493,336.0328923960245,80.08912611823737,100.59171676773467,106.99939187308041,-6.4076751053457315,20.502590649497293,75.84839848644364,22.70527912738604,-1.4463223861703058,11.358583217271569,-1147547337.9207659
EMA,,13982790000.0,,,2524462699.9999995,,,,,,,,,,,,,,,,,,,
ES,Eversource Energy,28815616700.0,19433670935.82347,9381945764.176529,6490741000.0,4377450118.0,2113290882.0,0.6744145418835846,0.07680661497065144,20.11223774013759,0.005571963871120613,3.4190614112191087,230.5824848220492,166.92476855556018,44.40346755690566,38.280194660446284,63.65771626648903,-25.377521606042734,-6.123272896459376,72.39264885378587,16.601518840422255,-11.005832305791873,11.196112048422378,-1539246632.2676902
ETR,Entergy Corp.,23786285600.0,17526261582.549007,6260024017.450993,8013123000.0,5904246344.0,2108876656.0,0.736822128401124,115.24322984316457,123.23940577216007,36.715169678128326,43.65541435705093,965.4727471957763,777.4920278454504,397.0310509288267,495.3569853929421,187.98071935032596,307.3762660426162,98.32593446411539,80.52967109674329,51.307195032869714,31.836866129612996,11.346977063176938,12690662744.035517
EVRG,"Evergy, Inc.",13653826000.0,9722013124.776043,3931812875.223957,4029700000.0,2869290724.0,1160409276.0,0.7120358150730823,48.923850023989004,55.30659511549683,37.89742559975508,32.16333054937197,1181.4079380242435,1122.3523963086107,392.8305377935919,513.841129642808,59.05554171563293,454.78558792717513,121.01059184921615,95.00125741372655,43.493962847595455,38.495220261322004,15.975992562525258,22089954788.62133
EXC,Exelon Corp.,40914930000.0,18931195246.05662,21983734753.94338,18983000000.0,8783367816.0,10199632184.0,0.4626965082442185,0.0,88.34501924832911,0.0,30.160370811062215,1004.5315695435899,865.8575941540978,239.45796248692673,337.3970313473358,138.673975389492,198.7230559578437,97.9390688604091,86.19516005330736,33.587499047006816,19.782659100314167,11.18676668337199,8504219321.068586
FE,FirstEnergy Corp.,23589280000.0,16214808471.19166,7374471528.80834,7687000000.0,5283893053.033,2403106946.967,0.6873803893629504,21.793088582000003,90.70350649188227,21.676784431115642,43.333025953832106,1839.134074515711,1713.4869900865535,604.0328640223207,711.5956179345313,125.64708442915749,585.9485335053739,107.56275391221061,93.16813895353206,38.69188374001019,31.860022693542255,16.421553821158945,27182191575.373856
FTS,"Fortis, Inc.",25981786000.0,14595828354.988964,11385957645.011036,4324458900.0,2429358006.128,1895100893.8720002,0.5617715562351627,10.152117281153506,15.814293512553736,6.920507763568908,7.164435720149046,220.58784596220133,183.01528122127576,70.59910692223863,73.71171326481337,37.572564740925564,36.13914852388777,3.112606342574736,82.96707392148713,33.41603565839443,16.383109579881552,10.28855811456424,1427446437.6396306
HE,"Hawaiian Electric Industries, Inc.",4506681400.0,,,1535536000.0,,,,,,,,,,,,,,,,,,,
HES,Hess Corp.,44453799000.0,,,4210000000.0,,,,,,,,,,,,,,,,,,,
IDA,"IDACORP, Inc.",5606302700.0,3730553979.3871217,1875748720.6128783,933687000.0,621295342.0,312391658.0,0.6654214335210836,11.9229529720319,17.517676041870153,5.577978473054308,5.7741042862305445,154.60214223465346,108.23750688349449,54.69112581844699,47.082685129409896,46.36463535115897,0.7180497782509292,-7.608440689037096,70.01035387932257,30.45409620388591,0.4644500832084726,8.154110628325082,-363113043.443477
LNT,Alliant Energy,14148190000.0,10189905932.136656,3958284067.863344,2232000000.0,1607546268.5,624453731.5,0.7202268228046595,24.449279637739,25.22419917261906,12.030398859031717,10.721697457909638,382.86279709545227,286.8200455924923,105.97164339860291,113.19619439014062,96.04275150295993,17.15344288718063,7.224550991537711,74.91457717188035,29.56573353402092,4.480310705901277,10.557674737094286,185180093.98208606
MDU,MDU Resources Group Inc.,6412749600.0,232939354.61048305,6179810245.389517,5123510000.0,186108485.0,4937401515.0,0.036324411389847974,1.56516424925,3.133256127537076,0.9412224637816374,1.9037113504998981,57.45821671747561,44.08812582638338,26.224608685113076,23.886709688517804,13.370090891092225,10.51661879742558,-2.3378989965952712,76.7307590542994,41.57231298348456,18.303072037783945,12.547443015583934,377393563.93375367
MGEE,"MGE Energy, Inc.",2605033800.0,1437824949.5568323,1167208850.4431677,413072000.0,227991371.0,185080629.0,0.5519409957586087,2.31772252158,3.1983394686515765,1.5260855168398584,1.9601832382882873,50.139960957541916,44.054674241088584,16.125935084959767,23.440579085891837,6.085286716453332,17.3552923694385,7.31464400093207,87.86339957143903,46.75029385392046,34.613693425359486,11.958361151154989,739171037.7815168
MSEX,,1658083300.0,,,,,,,,,,,,,,,,,,,,,,
NEE,"NextEra Energy, Inc.",167612830000.0,136586418251.78067,31026411748.21933,12542000000.0,10220380252.0,2321619748.0,0.8148923817572955,140.86857804974082,133.5537226113847,40.24344535999826,37.62421074940671,2307.378307721435,1769.470627071558,401.83096569058534,918.2306888291558,537.9076806498767,380.323008179279,516.3997231385705,76.68749511730188,39.795411344398055,16.482906461699933,24.405314305327597,12947778195.802776
NEP,"NextEra Energy Partners, LP",6889944000.0,,,234000000.0,,,,,,,,,,,,,,,,,,,
NFG,,6107636600.0,,,1570832000.0,,,,,,,,,,,,,,,,,,,
NGG,National Grid plc,37211860000.0,21903500291.54377,15308359708.45623,3141092900.0000014,1848897885.0,1292195015.0000014,0.5886161103353547,4.963130008,16.291225701629912,3.0608651397666575,3.4291442391116305,36.36205882763876,43.87688195572058,29.42016179745806,38.361036526570985,-7.514823128081815,45.8758596546528,8.940874729112924,120.66666016823504,105.49742716276779,126.16408733100286,11.18676668337199,2093389387.89696
NI,"NiSource, Inc.",12388596000.0,3202040430.3223987,9186555569.6776,3507300000.0,906520513.0,2600779487.0,0.25846677301628035,6.990620999,16.435497704423906,5.221666361033091,9.033599787203485,314.37307878560915,255.93928178178308,81.34589452299299,57.23486771483523,58.43379700382607,-1.1989292889908256,-24.11102680815776,81.4125951148394,18.206033396984132,-0.3813714881764577,6.335776330927466,-177934793.89662266
NJR,,4807342500.0,,,804946000.0,,,,,,,,,,,,,,,,,,,
NOVA,,2621269300.0,,,140547000.0,,,,,,,,,,,,,,,,,,,
NRG,"NRG Energy, Inc.",9975750000.0,,,6507000000.0,,,,,,,,,,,,,,,,,,,
NWE,"NorthWestern Energy Group, Inc.",3289125500.0,2023802455.349868,1265323044.650132,946768000.0,582547368.0,364220632.0,0.6153010748145269,5.6509575344098515,8.18371517095536,2.8562623061160686,3.412494216912561,103.77060254384529,73.79568945849121,34.9446222748991,40.2592333373166,29.974913085354075,10.284320251962527,5.314611062417498,71.11425360309627,38.79637618978479,9.910629792881064,11.797597527869502,221548270.0719276
NWN,,1750793300.0,,,568086000.0,,,,,,,,,,,,,,,,,,,
OGE,OGE Energy Corp.,8128414000.0,7463676058.09728,664737941.9027205,1526100000.0,1401296247.0,124803753.0,0.9182204619618636,13.561736496,31.433197892774956,9.090058352480302,21.50952366822214,473.74187920730867,374.602803314549,279.62380768688786,234.5515462121803,99.13907589275965,135.41247031942066,-45.072261474707545,79.07318726842459,49.510409889166866,28.583597157591463,10.90454395132438,5121589077.829144
OGS,,4737209900.0,,,1033590999.9999999,,,,,,,,,,,,,,,,,,,
ORA,,5105406500.0,,,264338000.00000003,,,,,,,,,,,,,,,,,,,
OTTR,Otter Tail Corp.,2502909600.0,1029528993.9720025,1473380606.0279975,583738000.0,240110628.0,343627372.0,0.4113328719391234,3.1036547119430002,5.794274933678089,2.0596890565459782,3.7440676424550667,74.81551093340124,66.08196129713198,38.78503779296331,39.434672190481244,8.73354963626926,30.70112255421199,0.6496343975179357,88.32655217172328,52.70921991775867,41.03577208948196,10.532574717219337,1386061761.223667
PCG,PG&E Corp.,33472400000.0,13816208576.46093,19656191423.53907,16261000000.0,6711958738.0,9549041262.0,0.4127642050304409,28.603309,46.94637738731595,2.1271386927361715,6.928277619289341,211.55129360791562,208.51978419986884,68.7926980341896,95.78869249725201,3.0315094080467873,92.75718308920523,26.995994463062416,98.56700975146703,45.2791806959047,43.84619044737173,13.825758400697202,4282044281.7192526
PEG,Public Service Enterprise Group,30275000000.0,12527549890.71991,17747450109.28009,6223000000.0,2575027018.0,3647972982.0,0.41379190390486903,11.210580499999999,36.35652078883142,0.0,9.27673019193264,372.82119388708617,245.72060619371186,120.59749249512431,104.51482591185732,127.10058769337431,-22.585761781516965,-16.082666583267,65.90843284197292,28.033499067521095,-6.058068090505971,11.266343177981717,-2230246912.923636
PNM,"PNM Resources, Inc.",4220663999.9999995,2369392371.025254,1851271628.9747458,991089000.0,556376607.0,434712393.0,0.5613790557659302,9.28651736375703,10.77802090396757,4.630659657575498,4.4122571605468845,136.39122333237927,107.62492189517923,44.19958607410914,35.79038165728978,28.766301437200042,7.024080220089729,-8.409204416819364,78.90897908650774,26.24097121709234,5.14995030360008,8.111581069507217,205751470.10436594
PNW,Pinnacle West Capital Corp.,8886422200.0,6807286931.108957,2079135268.8910427,2651284000.0,2030969328.0,620314672.0,0.7660323556435297,27.434335886648906,32.27113006100021,12.363192402595978,14.000050257892514,329.05616081103204,276.4181591811781,136.500490014452,148.7070735726196,52.63800162985393,96.06907194276567,12.206583558167608,84.00333806237941,45.1920040658403,29.19534212821972,10.621895695609103,4076946982.9733872
POR,Portland General Electric Co.,4403475800.0,3262116047.9311886,1141359752.0688114,1574000000.0,1166026769.0,407973231.0,0.7408048087674715,13.2333111594,19.85648196538449,5.523509675731634,5.3790104462877695,144.49220779909015,120.73211035460547,30.945152337129862,62.512986808259875,23.760097444484686,38.75288936377518,31.567834471130013,83.55613925041409,43.263915584417774,26.820054834831865,11.621651869332606,1608299508.2259881
PPL,PPL Corp.,21758424500.0,18357527576.58987,3400896923.4101295,4321000000.0,3645616742.9974003,675383257.0025997,0.8436974642437862,37.8141394464,50.230813217552615,32.91159600934748,33.964216989509296,1401.4692651797025,1334.7565501067722,559.6565443297327,715.3563601672363,66.71271507293022,648.6436450943063,155.6998158375036,95.23980177586157,51.04331418038698,46.28311595624856,21.062059531305906,29448026015.242996
RSG,,44154930000.0,,,4557300000.0,,,,,,,,,,,,,,,,,,,
RUN,Sunrun Inc.,7195293000.0,,,244482000.0,,,,,,,,,,,,,,,,,,,
SJI,,4249535500.0,,,747473000.0,,,,,,,,,,,,,,,,,,,
SJW,,2270000500.0,,,461944000.0,,,,,,,,,,,,,,,,,,,
SO,Southern Co.,73592320000.0,46409449861.39742,27182870138.602577,16149000000.0,10184027434.0,5964972566.0,0.6306289822280018,138.09705205680498,155.39331870137758,62.94357718386099,66.2855930468555,2026.803082376917,1568.8186825939376,858.0502886300931,813.6098637660855,457.98439978297955,355.6254639831061,-44.44042486400758,77.40360650893219,40.142521532576865,17.546128041509053,12.274309187985489,12083343683.02758
SR,,3897660000.0,,,1289200000.0,,,,,,,,,,,,,,,,,,,
SRCL,,4816812000.0,,,1017200000.0,,,,,,,,,,,,,,,,,,,
SRE,Sempra Energy,52530498500.0,26270296116.839542,26260202383.160458,9639000000.0,4820426066.7775,4818573933.2225,0.5000960749846975,2.418432791,7.265441900145794,0.9066636021119369,1.5168935119303593,45.94985811703568,62.18366562636597,13.717993499196293,16.46266897037177,-16.23380750933029,32.69647647970206,2.7446754711754764,135.3293963780743,35.82746420770408,71.1568605857784,10.852883765994756,1784368003.8579624
SWX,,4609069500.0,,,1294077000.0,,,,,,,,,,,,,,,,,,,
TRP,TC Energy Corp.,59600000000.0,,,6409294900.000001,,,,,,,,,,,,,,,,,,,
UGI,UGI Corp.,8792604400.0,75907638.07905939,8716696761.92094,4833000000.0,41723885.0,4791276115.0,0.008633123318849576,0.0,0.8664738997934314,0.0,0.31994010643309356,16.96391356928465,13.759998888042464,4.159221383630216,3.579095323320219,3.2039146812421855,0.3751806420780355,-0.5801260603099969,81.11335177371284,21.098287896258988,2.2116396699718415,11.186766683371989,-8926063.670837421
UTL,Unitil Corp.,877120000.0,86531681.87696312,790588318.1230369,230500000.0,22739822.0,207760178.0,0.09865432537960954,0.0,0.18543466414795462,0.0,0.03234763289974957,1.8919354123614558,1.121120754003956,0.4205192276967444,0.3618654220088662,0.7708146583574997,-0.40894923634863356,-0.0586538056878782,59.257876705453036,19.12673232101496,-21.615390973532,11.18676668337199,-28600116.864347514
VIA,"Via Renewables, Inc.",102442700.0,,,70266000.0,,,,,,,,,,,,,,,,,,,
VST,Vistra Corp.,10157349500.0,,,2908000000.0,,,,,,,,,,,,,,,,,,,
WEC,WEC Energy Group,31348068000.0,15921461184.70725,15426606815.29275,5005000000.0,2542003967.5,2462996032.5,0.5078929005994006,16.662076256610973,26.97601808987767,10.620132874918054,11.87708132512114,487.91183694884563,373.54875448729285,137.01084037262603,146.16376628692828,114.3630824615528,31.80068382537553,9.152925914302244,76.56070752931066,29.95700354411623,6.517711073426903,12.306370756069358,283365430.48460656
WM,,69486396000.0,,,6820000000.0,,,,,,,,,,,,,,,,,,,
WTRG,,12675253000.0,,,,,,,,,,,,,,,,,,,,,,
XEL,"Xcel Energy, Inc.",38480560000.0,27213386245.931137,11267173754.068863,7579000000.0,5359855843.0,2219144157.0,0.7071982904077055,75.91149748891132,94.70248485192629,34.86169214495147,35.64190628378538,1190.9699227385825,934.4666983040145,246.265828882501,331.17739309253795,256.5032244345679,74.67416865797009,84.91156421003694,78.46266143776745,27.807368328077526,6.270029765844981,9.291797987898333,2532091464.1789823
YORW,,651323400.0,,,,,,,,,,,,,,,,,,,,,,
AQN,Algonquin Power & Utilities Corp.,,,,1844852999.9999998,473273079.0,1371579920.9999998,0.2565370135181503,6.011281040974399,7.4155454728917585,2.3808130739186377,3.196808602334062,297.3217263420559,202.61090788015383,105.84291912977838,115.52086017801369,94.71081846190205,20.810041716111584,9.677941048235311,68.14534220989242,38.85382397017024,6.9991661800626455,36.1363079709149,36128347.48171878
BEPC,,,,,2182000000.0,,,,,,,,,,,,,,,,,,,
CNIG,,,,,25918500.0,,,,,,,,,,,,,,,,,,,
CWEN,"Clearway Energy, Inc.",,,,835000000.0,,,,,,,,,,,,,,,,,,,
VRS,Verso Corp.,,,,216000000.0,,,,,,,,,,,,,,,,,,,
EMRAF,"Emera, Inc.",,,,,944616176.0,,,19.346740027,21.03898973804825,7.856031859949312,8.487851848644091,245.20436087203862,215.0277215304475,80.20869981658541,105.39075686385821,30.176639341591112,75.21411752226712,25.182057047272806,87.69326971417976,42.98078406478954,30.674053778969313,12.416658389330166,3404077300.9196873
IBDRY,"Iberdrola, S.A.",,,,,531187646.0,,,0.0,4.963573,0.0,1.0933876967988532,10.67724007349435,8.004672804890756,8.686357813457557,12.231473058558246,2.6725672686035935,9.558905789954654,3.545115245100689,74.96949351885333,114.55650499909797,89.5259985179513,11.18676668337199,405313911.3831227
MCPB,Mt. Carmel Public Utility Co.,,,,,4660855.0,,,0.0,0.0939754387621062,0.0,0.053795778932892474,1.9342115470490762,1.4712298778314916,0.6993451261276021,0.6018008274725263,0.46298166921758455,0.13881915825494184,-0.09754429865507586,76.06354537982513,31.113495749245313,7.17704112907044,11.186766683371989,680658.2958703937
PSD,"Puget Energy, Inc.",,,,,1207645618.0,,,11.14847669925,22.641970625984005,5.240580339704022,9.046299965468405,207.40843671153377,172.9660513296782,81.81001707901862,89.72482560262145,34.44238538185556,55.28244022076589,7.914808523602829,83.39393231637995,43.25996908573775,26.653901402117697,9.918400444946512,2166732707.9501777
,,,,,,8613294461.6825,,,,,,,,,,,,,,,,,,
BEP,Brookfield Renewable Partners LP,,,,,,,,0.9160659989999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
All,,2301027192100.0,707494448579.1897,1092196755420.8103,529510441900.0,159191672188.511,241102430368.17148,23.360901365024226,1454.1815281519534,2007.5123900502576,681.2153688914116,819.645090031144,25791.60726953019,21762.01197030887,8636.393979814084,10088.051886710004,4029.5952992213197,6058.456587488685,1451.6579068959213,4044.6203593201867,1937.0272199904648,1181.6475793106522,566.282575433282,255470203797.4533
