year,utility_id_irp,target_type,net_generation_mwh,net_generation_mwh_1point5c,emissions_co2_historical,emissions_co2_irp,emissions_co2_1point5c,emissions_co2_target,emissions_co2_target_all_years,ticker,parent_name,fraction_owned_utility,utility_name_irp
2043,14328,Utility/Parent,40538159.36767669,94166839.23014161,,4.013562639022775,0.05707938286627761,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2044,14328,Utility/Parent,40866462.137419775,93896371.7469116,,3.9535101221069504,0.040729145724391416,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2045,14328,Utility/Parent,41197423.70347484,93511106.08264735,,3.893793946343658,0.02866932470232446,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2046,14328,Utility/Parent,41531065.59839803,93049086.10691947,,3.8357308744833425,0.01992265338535994,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2047,14328,Utility/Parent,41867409.529129334,92536467.4500131,,3.778853849855704,0.013681312570989437,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2048,14328,Utility/Parent,42206477.378404714,91991104.03716066,,3.7239625168765733,0.009296482798199189,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2049,14328,Utility/Parent,42548291.20617999,91425122.16328919,,3.66857487465548,0.006260832328826582,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2050,14328,Utility/Parent,42892873.25106589,90846725.53484301,,3.615131963741267,0.004187543974561737,0.0,0.0,PCG,PG&E Corp.,1.0,Pacific Gas & Electric Co.
2005,15477,Utility/Parent,48283333.85129368,48283333.85129368,27.43503199435433,,27.43503199435433,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2006,15477,Utility/Parent,44939595.01049698,44939595.01049698,24.677672203070447,,24.7811076281227,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2007,15477,Utility/Parent,45284560.42123987,45284560.42123987,23.439558665317776,,25.087373429140655,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2008,15477,Utility/Parent,43457269.81051327,43457269.81051327,21.670174440202988,,23.721180580371712,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2009,15477,Utility/Parent,38605727.67568675,38605727.67568675,17.171446032416124,,20.055007664705425,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2010,15477,Utility/Parent,35914127.457823075,35914127.457823075,15.958014488553568,,18.90230351481551,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2011,15477,Utility/Parent,31677390.838859137,31677390.838859137,13.616136564007487,,16.003265673182472,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2012,15477,Utility/Parent,28555385.14695694,28555385.14695694,11.272206656212061,,13.655445162068432,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2013,15477,Utility/Parent,28479172.746961378,28479172.746961378,10.824478690773661,,13.72677121667272,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2014,15477,Utility/Parent,28947371.681481387,28947371.681481387,10.399354477477976,,13.858085718575095,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2015,15477,Utility/Parent,31408844.083206516,31408844.083206516,9.452137742103853,,14.089001993896188,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2016,15477,Utility/Parent,32564279.29691117,32564279.29691117,9.043275500827507,,13.918362373885339,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2017,15477,Utility/Parent,31944704.875188034,31944704.875188034,8.206910537351295,,13.271978215238814,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2018,15477,Utility/Parent,33280241.709499102,33280241.709499102,8.407510416902143,,13.461571110496749,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2019,15477,Utility/Parent,33609483.12481967,33609483.12481967,8.18129015756218,,12.593968213140789,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2020,15477,Utility/Parent,33568084.065585956,33568084.065585956,7.813539377103951,,11.7018247306674,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2021,15477,Utility/Parent,35141930.06202964,35141930.06202964,8.873273239817697,,12.732175730574074,0.0,,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2022,15477,Utility/Parent,35141930.062029645,35906951.98717538,,8.642446670162876,11.147904879076426,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2023,15477,Utility/Parent,35141930.062029645,36258547.62304106,,8.357745576537049,9.846333691769757,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2024,15477,Utility/Parent,35141930.06202964,36815611.34352184,,8.072322582794806,8.744874446793075,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2025,15477,Utility/Parent,35141930.062029645,37693388.02759859,,7.816170465091242,7.7875811720549795,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2026,15477,Utility/Parent,35141930.062029645,39017526.724214934,,7.5586887166576755,6.93517060397414,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2027,15477,Utility/Parent,35141930.062029645,40942396.177680604,,7.309688980108641,6.160804549046941,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2028,15477,Utility/Parent,35141930.06202964,43641329.503733434,,7.060057869311924,5.446506558719026,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2029,15477,Utility/Parent,35141930.062029645,47277300.28229512,,6.836027083155227,4.781215394593482,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2030,15477,Utility/Parent,35141930.062029645,51948463.86892316,,6.610833401214533,4.159469425076828,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2031,15477,Utility/Parent,35141930.062029645,57615260.099077865,,6.3930580916367825,3.5800546751733706,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2032,15477,Utility/Parent,35141930.06202964,64039690.020032,,6.174730581787038,3.0444711994800726,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2033,15477,Utility/Parent,35141930.062029645,70785997.7548729,,5.978793130260403,2.555406235330368,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2034,15477,Utility/Parent,35141930.062029645,77313214.03366558,,5.781838609427284,2.115461004100449,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2035,15477,Utility/Parent,35141930.062029645,83127778.91974667,,5.59137220123353,1.726274175853439,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2036,15477,Utility/Parent,35141930.06202964,87912851.02121395,,5.400422838371436,1.388057470179477,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2037,15477,Utility/Parent,35141930.062029645,91569339.50451533,,5.229055833106812,1.099477422218423,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2038,15477,Utility/Parent,35141930.062029645,94171987.64404294,,5.056799298454922,0.8577869060573973,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2039,15477,Utility/Parent,35141930.062029645,95890149.86359976,,4.8902172707651514,0.6591110994142737,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2040,15477,Utility/Parent,35141930.06202964,96918545.40779147,,4.723212850650926,0.49880655244514616,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2041,15477,Utility/Parent,35141930.062029645,97435659.02655216,,4.573335171500986,0.3718303282742437,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2042,15477,Utility/Parent,35141930.062029645,97586822.85437134,,4.422679509448836,0.27307440552107753,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2043,15477,Utility/Parent,35141930.062029645,97482337.46498066,,4.27698677437606,0.19763795135145715,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2044,15477,Utility/Parent,35141930.06202964,97202347.15534422,,4.130924614651381,0.14102508676595002,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2045,15477,Utility/Parent,35141930.062029645,96803516.76234686,,3.9998415122030155,0.09926783220609554,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2046,15477,Utility/Parent,35141930.062029645,96325229.63327168,,3.8680779854709817,0.06898239264065278,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2047,15477,Utility/Parent,35141930.062029645,95794562.30587777,,3.740655037465354,0.0473716857567284,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2048,15477,Utility/Parent,35141930.06202964,95229997.32007842,,3.612908990451472,0.03218916748477401,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2049,15477,Utility/Parent,35141930.062029645,94644087.92268473,,3.498263635352942,0.021678196453579723,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2050,15477,Utility/Parent,35141930.062029645,94045326.66252396,,3.383023180793368,0.014499414162648125,0.0,8.873273239817697,PEG,Public Service Enterprise Group,1.0,Public Service Electric & Gas Co.
2005,15473,Utility/Parent,8173345.336306258,8173345.336306258,6.307563997421273,,6.307563997421273,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2006,15473,Utility/Parent,8086519.147754211,8086519.147754211,6.263130053996488,,6.056291551303639,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2007,15473,Utility/Parent,9495018.799228543,9495018.799228543,7.510152271190439,,7.1442141163068245,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2008,15473,Utility/Parent,9469981.876136085,9469981.876136085,6.366026231489279,,7.020638385591623,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2009,15473,Utility/Parent,9104650.570259165,9104650.570259165,6.245429783386713,,6.42374018608905,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2010,15473,Utility/Parent,9403567.646092754,9403567.646092754,6.173618670232843,,6.721955932577446,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2011,15473,Utility/Parent,11668878.668049028,11668878.668049028,7.635532622314331,,8.006485683218417,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2012,15473,Utility/Parent,9664513.51688245,9664513.51688245,6.127995198213002,,6.2769899506706555,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2013,15473,Utility/Parent,9616588.306489605,9616588.306489605,6.175918999920114,,6.295288600147211,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2014,15473,Utility/Parent,9152570.457458049,9152570.457458049,5.663906345169991,,5.951011395110414,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2015,15473,Utility/Parent,9436814.643487034,9436814.643487034,5.866231753974802,,5.749198411325245,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2016,15473,Utility/Parent,9365450.27420566,9365450.27420566,5.77872589290352,,5.436619343699786,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2017,15473,Utility/Parent,9265538.544123871,9265538.544123871,6.20705410764998,,5.228306533727607,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2018,15473,Utility/Parent,9575239.861377116,9575239.861377116,5.330195056561278,,5.2603244895546455,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2019,15473,Utility/Parent,9937090.604560478,9937090.604560478,5.187929990660706,,5.057240463267573,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2020,15473,Utility/Parent,10144401.886570135,10144401.886570135,5.2091203985821855,,4.8029390585456255,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2021,15473,Utility/Parent,9958442.484853106,9958442.484853106,4.163697046311181,,4.900292778835395,0.0,,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2022,15473,Utility/Parent,9985906.834288431,10175232.707466606,,3.71105230164686,4.290546952387924,0.0,4.997966047745969,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2023,15473,Utility/Parent,10013446.92754525,10274867.101807311,,3.8529421851755443,3.789605084692582,0.0,4.829213257529956,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2024,15473,Utility/Parent,10041062.973517148,10432726.587925864,,3.332153046447796,3.365681248063494,0.0,4.660460467313943,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2025,15473,Utility/Parent,10068755.181673817,10681469.00496141,,3.2850453946118625,2.997243251236123,0.0,4.49170767709793,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2026,15473,Utility/Parent,10096523.762062656,11056700.50274616,,3.2346015044248415,2.6691719584924147,0.0,4.322954886881917,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2027,15473,Utility/Parent,10124368.925310334,11602165.754920796,,3.1787282311810543,2.3711380271806672,0.0,4.154202096665904,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2028,15473,Utility/Parent,10152290.882624423,12366983.51679412,,3.119102756164784,2.096222776401082,0.0,3.9854493064498913,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2029,15473,Utility/Parent,10180289.845794976,13397336.8813077,,3.067538227212804,1.8401690149407532,0.0,3.816696516233878,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2030,15473,Utility/Parent,10208366.027196143,14721040.896217141,,2.998102996038855,1.6008746987795124,0.0,3.647943726017865,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2031,15473,Utility/Parent,10236519.639787778,16326885.089514667,,2.946057851371502,1.3778725996108256,0.0,3.479190935801852,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2032,15473,Utility/Parent,10264750.89711706,18147425.84390305,,2.6568031790019475,1.1717400505523707,0.0,3.310438145585839,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2033,15473,Utility/Parent,10293060.0133201,20059179.62190976,,2.617051139329011,0.9835113013646519,0.0,3.141685355369826,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2034,15473,Utility/Parent,10321447.203123584,21908847.74724663,,2.5761834643593513,0.8141874964392987,0.0,2.9729325651538128,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2035,15473,Utility/Parent,10349912.681846388,23556566.295723554,,2.536202994450374,0.6643993184849968,0.0,2.8041797749377997,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2036,15473,Utility/Parent,10378456.665401217,24912549.453854766,,2.4957211811163997,0.5342282530232035,0.0,2.635426984721787,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2037,15473,Utility/Parent,10407079.370296234,25948717.08019775,,2.458878716057444,0.4231610831172973,0.0,2.466674194505774,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2038,15473,Utility/Parent,10435781.01363672,26686249.758683164,,2.4214994373776397,0.33014050940554324,0.0,2.297921404289761,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2039,15473,Utility/Parent,10464561.813126702,27173138.771691345,,2.3625008413317365,0.2536752106832879,0.0,2.129168614073748,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2040,15473,Utility/Parent,10493421.98707061,27464563.228470907,,1.730943965059724,0.1919780404156045,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2041,15473,Utility/Parent,10522361.754374946,27611101.74304517,,1.7075531436892302,0.1431080996014588,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2042,15473,Utility/Parent,10551381.33454992,27653938.214532945,,1.6821282942935794,0.10509943985821578,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2043,15473,Utility/Parent,10580480.947711138,27624329.375777707,,1.657192747412643,0.07606585444039417,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2044,15473,Utility/Parent,10609660.814581256,27544986.34055144,,1.6307790029316676,0.05427699310294243,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2045,15473,Utility/Parent,10638921.156491667,27431966.665113434,,1.6087683216509476,0.0382056807590293,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2046,15473,Utility/Parent,10668262.195384163,27296430.715388037,,1.5852683389987137,0.026549580187779684,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2047,15473,Utility/Parent,10697684.15381264,27146051.38081208,,1.562235491878368,0.0182321650711688,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2048,15473,Utility/Parent,10727187.254944764,26986066.202703733,,1.53819124624644,0.01238879735248903,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2049,15473,Utility/Parent,10756771.72256368,26820032.492404357,,1.517547291367607,0.008343390146945615,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2050,15473,Utility/Parent,10786437.781069703,26650356.8496339,,1.4958796835180568,0.005580458204637477,0.0,1.960415823857735,PNM,"PNM Resources, Inc.",1.0,Public Service Co. Of New Mexico
2005,803,Utility/Parent,29350563.116923127,29350563.116923127,17.571636685870324,,17.571636685870324,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2006,803,Utility/Parent,29444530.35662929,29444530.35662929,18.372046222320215,,17.107389634597656,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2007,803,Utility/Parent,30927382.195230182,30927382.195230182,18.218068752889998,,18.052433545515804,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2008,803,Utility/Parent,30720246.325913172,30720246.325913172,17.906729088640862,,17.667947925568853,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2009,803,Utility/Parent,30060764.823210184,30060764.823210184,16.74840417175442,,16.453514226130114,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2010,803,Utility/Parent,29417028.18081969,29417028.18081969,16.256526262027407,,16.313072447342016,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2011,803,Utility/Parent,30186742.51239605,30186742.51239605,16.22840145500743,,16.06804421180172,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2012,803,Utility/Parent,30675721.536033962,30675721.536033962,16.132943467366324,,15.456109387436493,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2013,803,Utility/Parent,29739132.63220853,29739132.63220853,17.236278339460867,,15.10277940004278,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2014,803,Utility/Parent,25390621.863180958,25390621.863180958,12.470414270502513,,12.807223814314188,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2015,803,Utility/Parent,29440520.66241437,29440520.66241437,15.61678725580199,,13.91429859432425,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2016,803,Utility/Parent,29646284.82282373,29646284.82282373,13.850567455040764,,13.350714256590884,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2017,803,Utility/Parent,30241276.831764348,30241276.831764348,14.008940038026005,,13.238063481276669,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2018,803,Utility/Parent,29688482.61486459,29688482.61486459,13.263229957332415,,12.652747309493234,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2019,803,Utility/Parent,29779575.99931023,29779575.99931023,13.373310359254027,,11.757279020082194,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2020,803,Utility/Parent,30914069.323469292,30914069.323469292,12.346257765514565,,11.354571958545376,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2021,803,Utility/Parent,30887327.493439663,30887327.493439663,12.817235694594928,,11.790844247900909,0.0,,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2022,803,Utility/Parent,32021550.402753044,31559728.88687279,,13.267008161985727,10.323703733052247,0.0,12.375262049953722,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2023,803,Utility/Parent,33197423.455099504,31868757.148299485,,13.347787363167214,9.118361969645997,0.0,11.933288405312517,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2024,803,Utility/Parent,34416476.097998075,32358377.654026765,,12.994763344867769,8.098337216787435,0.0,11.491314760671314,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2025,803,Utility/Parent,35680293.942273445,33129882.68688432,,11.634393232183424,7.211819771470099,0.0,11.049341116030108,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2026,803,Utility/Parent,36990520.82444567,34293709.07595669,,11.407337944193547,6.422430710543846,0.0,10.607367471388905,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2027,803,Utility/Parent,38348860.94485366,35985536.27743278,,11.294803437812686,5.7053160761154995,0.0,10.1653938267477,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2028,803,Utility/Parent,39757081.08429321,38357712.11915823,,11.670221401142577,5.043828477391843,0.0,9.723420182106498,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2029,803,Utility/Parent,41217012.902052864,41553479.11305354,,11.922039625978066,4.4277244695849,0.0,9.281446537465293,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2030,803,Utility/Parent,42730555.31833679,45659109.03209724,,11.154457742728441,3.8519462174259127,0.0,8.839472892824087,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2031,803,Utility/Parent,44299676.98417319,50639831.22608105,,8.805153783558776,3.315369499069537,0.0,8.397499248182882,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2032,803,Utility/Parent,45926418.84202102,56286461.066186726,,8.739268984391327,2.819383465159812,0.0,7.955525603541679,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2033,803,Utility/Parent,47612896.78040548,62215999.25631314,,9.419892678221931,2.3664766767664345,0.0,7.513551958900474,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2034,803,Utility/Parent,49361304.38603532,67952971.20030476,,9.722952092777675,1.9590580384435057,0.0,7.07157831425927,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2035,803,Utility/Parent,51173915.79698124,73063571.82899056,,10.298699689853343,1.598645068005487,0.0,6.629604669618065,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2036,803,Utility/Parent,53053088.660626955,77269319.45915376,,10.40140569924179,1.2854338319192866,0.0,6.187631024976861,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2037,803,Utility/Parent,55001267.20023994,80483120.0973193,,10.573578853799594,1.0181894527524318,0.0,5.745657380335657,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2038,803,Utility/Parent,57020985.394150674,82770667.91537839,,11.00283359490386,0.7943679086147479,0.0,5.303683735694452,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2039,803,Utility/Parent,59114870.271675475,84280813.74597543,,11.419083254666816,0.6103808555355236,0.0,4.861710091053248,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2040,803,Utility/Parent,61285645.33007002,85184702.34600894,,11.81616823567806,0.4619281491371588,0.0,4.419736446412044,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2041,803,Utility/Parent,63536134.0769577,85639209.47369902,,12.214300059004605,0.34433969339581183,0.0,3.977762801770839,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2042,803,Utility/Parent,65869263.70284062,85772072.02981849,,12.59409757889417,0.2528851196936772,0.0,3.5357891571296345,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2043,803,Utility/Parent,68288068.88847005,85680236.59463628,,12.962551732382915,0.18302592983094004,0.0,3.09381551248843,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2044,803,Utility/Parent,70795695.75202838,85434144.4655624,,13.31714731517258,0.13059863987826495,0.0,2.651841867847226,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2045,803,Utility/Parent,73395405.94125682,85083600.11751144,,13.666942571527436,0.09192863601137717,0.0,2.209868223206022,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2046,803,Utility/Parent,76090580.87585129,84663218.79054488,,14.003604181440872,0.06388229825640411,0.0,1.7678945785648166,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2047,803,Utility/Parent,78884726.14564466,84196798.88980658,,14.330373113568756,0.04386934176354682,0.0,1.3259209339236127,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2048,803,Utility/Parent,81781476.07029602,83700585.29035619,,14.647916450223196,0.02980931682957959,0.0,0.8839472892824086,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2049,803,Utility/Parent,84784598.42641748,83185611.42845277,,14.955553585722377,0.020075456337424552,0.0,0.4419736446412039,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2050,803,Utility/Parent,87897999.34828757,82659341.66750549,,15.254598060757413,0.013427424950400387,0.0,0.0,PNW,Pinnacle West Capital Corp.,1.0,Arizona Public Service Co.
2005,15248,Utility/Parent,18472835.113979556,18472835.113979556,7.7617816318745785,,7.7617816318745785,0.0,,POR,Portland General Electric Co.,1.0,Portland General Electric Co.
2006,15248,Utility/Parent,19302756.07831562,19302756.07831562,7.681164771123091,,7.871011142859347,0.0,,POR,Portland General Electric Co.,1.0,Portland General Electric Co.
2007,15248,Utility/Parent,18459566.572958197,18459566.572958197,8.34016538009644,,7.562165583700235,0.0,,POR,Portland General Electric Co.,1.0,Portland General Electric Co.
2008,15248,Utility/Parent,18748992.22174859,18748992.22174859,7.876895638647204,,7.567831173037783,0.0,,POR,Portland General Electric Co.,1.0,Portland General Electric Co.
2009,15248,Utility/Parent,18466950.485154565,18466950.485154565,7.343593857281562,,7.093913998648038,0.0,,POR,Portland General Electric Co.,1.0,Portland General Electric Co.
